CAS Number;Chemical Name;SMILES;Species Scientific Name;Species Common Name;Species Sub Phylum;Effect;Organism Lifestage;Exposure Duration Mean (Days);Conc 1 Mean (Standardized);Conc 1 Mean Op (Standardized);Conc 1 Units (Standardized)
16919-19-0;Hexafluorosilicate(2-), Ammonium (1:2);;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;28.7;;AI mg/L
22898-01-7;2,2,3,3-Tetrafluoropropionic acid, Sodium salt;O=C([O-])C(F)(F)C(F)F.[Na+];Cyprinus carpio;Common Carp;Vertebrata;Mortality;Fry;NR;21000;;AI mg/L
22898-01-7;2,2,3,3-Tetrafluoropropionic acid, Sodium salt;O=C([O-])C(F)(F)C(F)F.[Na+];Cyprinus carpio;Common Carp;Vertebrata;Mortality;Fry;NR;20000;;AI mg/L
22898-01-7;2,2,3,3-Tetrafluoropropionic acid, Sodium salt;O=C([O-])C(F)(F)C(F)F.[Na+];Cyprinus carpio;Common Carp;Vertebrata;Mortality;Fry;NR;26000;;AI mg/L
22898-01-7;2,2,3,3-Tetrafluoropropionic acid, Sodium salt;O=C([O-])C(F)(F)C(F)F.[Na+];Cyprinus carpio;Common Carp;Vertebrata;Mortality;Fry;NR;20000;;AI mg/L
27619-97-2;3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluoro-1-octanesulfonic acid;O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;4;108;>;AI mg/L
27854-31-5;3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecanoic acid;O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;4;100;>;AI mg/L
29081-56-9;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid ammonium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;100;;AI mg/L
29081-56-9;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid ammonium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;85;;AI mg/L
29420-49-3;1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1);O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Danio rerio;Zebra Danio;Vertebrata;Mortality;Embryo;5;3000;>;AI mg/L
29420-49-3;1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1);O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;4;1938;;AI mg/L
29420-49-3;1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1);O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Juvenile;4;6452;;AI mg/L
29420-49-3;1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1);O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;4;1938;;AI mg/L
29420-49-3;1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1);O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;4;1999;;AI mg/L
29420-49-3;1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1);O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Danio rerio;Zebra Danio;Vertebrata;Mortality;Embryo;NR;1394;;AI mg/L
29420-49-3;1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1);O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;4;2118;;AI mg/L
29420-49-3;1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1);O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Juvenile;4;7710;;AI mg/L
29420-49-3;1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1);O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Juvenile;4;6606;;AI mg/L
29420-49-3;1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1);O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Juvenile;4;6452;;AI mg/L
29420-49-3;1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1);O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Danio rerio;Zebra Danio;Vertebrata;Mortality;Embryo;5;3000;>;AI mg/L
29457-72-5;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid lithium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;36;;AI mg/L
29457-72-5;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid lithium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;56;>;AI mg/L
29457-72-5;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid lithium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;56;>;AI mg/L
29457-72-5;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid lithium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;19;;AI mg/L
29457-72-5;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid lithium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+];Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not coded;4;49;;AI mg/L
29457-72-5;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid lithium salt;O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+];Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not coded;4;4.2;;AI mg/L
29553-26-2;2-Methyl-3,3,4,4-tetrafluoro-2-butanol;CC(C)(O)C(F)(F)C(F)F;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;582;;AI mg/L
30381-98-7;N,N'-[Phosphinicobis(oxy-2,1-ethanediyl)]bis[N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-1-octanesulfonamide ammonium salt (1:1);CCN(CCOP(=O)([O-])OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+];Danio rerio;Zebra Danio;Vertebrata;Mortality;Embryo;4;211;;AI mg/L
34455-29-3;N-(Carboxymethyl)-N,N-dimethyl-3-1-propanaminium;C[N+](C)(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)[O-];Danio rerio;Zebra Danio;Vertebrata;Mortality;Embryo;4.75;43.73;;AI mg/L
34455-29-3;N-(Carboxymethyl)-N,N-dimethyl-3-1-propanaminium;C[N+](C)(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)[O-];Danio rerio;Zebra Danio;Vertebrata;Mortality;Embryo;4.75;67.12;;AI mg/L
34455-29-3;N-(Carboxymethyl)-N,N-dimethyl-3-1-propanaminium;C[N+](C)(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)[O-];Danio rerio;Zebra Danio;Vertebrata;Mortality;Embryo;4.75;64.39;;AI mg/L
53826-12-3;3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctanoic acid;O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;Danio rerio;Zebra Danio;Vertebrata;Mortality;Blastula;4.75;25.1;;AI mg/L
53826-12-3;3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctanoic acid;O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;Danio rerio;Zebra Danio;Vertebrata;Mortality;Blastula;4.75;7.33;;AI mg/L
59587-38-1;Potassium 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluoro-1-octanesulfonic acid;O=S(=O)([O-])CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+];Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;4;107;>;AI mg/L
62037-80-3;2,3,3,3-Tetrafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propanoic acid ammonium salt;O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F.[NH4+];Gobiocypris rarus;Chinese Rare Minnow;Vertebrata;Mortality;Not reported;4;150;>;AI mg/L
62037-80-3;2,3,3,3-Tetrafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propanoic acid ammonium salt;O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F.[NH4+];Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Embryo;90;8.89;>;AI mg/L
62037-80-3;2,3,3,3-Tetrafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propanoic acid ammonium salt;O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F.[NH4+];Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Embryo;90;8.89;>;AI mg/L
62037-80-3;2,3,3,3-Tetrafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propanoic acid ammonium salt;O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F.[NH4+];Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Embryo;90;8.89;>;AI mg/L
62037-80-3;2,3,3,3-Tetrafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propanoic acid ammonium salt;O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F.[NH4+];Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;4;96.9;>;AI mg/L
70225-14-8;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid compd. with 2,2'-iminobis[ethanol] (1:1);O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.OCC[NH2+]CCO;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;4;370;;AI mg/L
70225-14-8;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid compd. with 2,2'-iminobis[ethanol] (1:1);O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.OCC[NH2+]CCO;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;4;460;;AI mg/L
70225-14-8;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-1-octanesulfonic acid compd. with 2,2'-iminobis[ethanol] (1:1);O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.OCC[NH2+]CCO;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;4;31;;AI mg/L
70887-84-2;3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Hexadecafluoro-2-decenoic acid;O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not reported;4;81;;AI mg/L
73606-19-6;2-[(6-Chloro-1,1,2,2,3,3,4,4,5,5,6,6-dodecafluorohexyl)oxy]-1,1,2,2-tetrafluoroethanesulfonic acid potassium salt (1:1);O=S(=O)([O-])C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl.[K+];Gobiocypris rarus;Chinese Rare Minnow;Vertebrata;Mortality;Juvenile;4;20.8;;AI mg/L
73606-19-6;2-[(6-Chloro-1,1,2,2,3,3,4,4,5,5,6,6-dodecafluorohexyl)oxy]-1,1,2,2-tetrafluoroethanesulfonic acid potassium salt (1:1);O=S(=O)([O-])C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl.[K+];Danio rerio;Zebra Danio;Vertebrata;Mortality;Embryo;4;13.77;;AI mg/L
73606-19-6;2-[(6-Chloro-1,1,2,2,3,3,4,4,5,5,6,6-dodecafluorohexyl)oxy]-1,1,2,2-tetrafluoroethanesulfonic acid potassium salt (1:1);O=S(=O)([O-])C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl.[K+];Danio rerio;Zebra Danio;Vertebrata;Mortality;Not reported;4;15.5;;AI mg/L
73606-19-6;2-[(6-Chloro-1,1,2,2,3,3,4,4,5,5,6,6-dodecafluorohexyl)oxy]-1,1,2,2-tetrafluoroethanesulfonic acid potassium salt (1:1);O=S(=O)([O-])C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl.[K+];Danio rerio;Zebra Danio;Vertebrata;Mortality;Larva;4;2.2;;AI mg/L
73606-19-6;2-[(6-Chloro-1,1,2,2,3,3,4,4,5,5,6,6-dodecafluorohexyl)oxy]-1,1,2,2-tetrafluoroethanesulfonic acid potassium salt (1:1);O=S(=O)([O-])C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl.[K+];Danio rerio;Zebra Danio;Vertebrata;Mortality;Larva;4;2.37594;;AI mg/L
73606-19-6;2-[(6-Chloro-1,1,2,2,3,3,4,4,5,5,6,6-dodecafluorohexyl)oxy]-1,1,2,2-tetrafluoroethanesulfonic acid potassium salt (1:1);O=S(=O)([O-])C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl.[K+];Danio rerio;Zebra Danio;Vertebrata;Mortality;Embryo;4;15.14474;;AI mg/L
73606-19-6;2-[(6-Chloro-1,1,2,2,3,3,4,4,5,5,6,6-dodecafluorohexyl)oxy]-1,1,2,2-tetrafluoroethanesulfonic acid potassium salt (1:1);O=S(=O)([O-])C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl.[K+];Danio rerio;Zebra Danio;Vertebrata;Mortality;Embryo;4;15;;AI mg/L
73606-19-6;2-[(6-Chloro-1,1,2,2,3,3,4,4,5,5,6,6-dodecafluorohexyl)oxy]-1,1,2,2-tetrafluoroethanesulfonic acid potassium salt (1:1);O=S(=O)([O-])C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl.[K+];Danio rerio;Zebra Danio;Vertebrata;Mortality;Not reported;4;18.4;;AI mg/L
85068-29-7;1-[3,5-Bis(trifluoromethyl)phenyl]methanamine;NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1;Oryzias latipes;Japanese Medaka;Vertebrata;Mortality;Not reported;4;11;;AI mg/L
86479-06-3;N-[[[3,5-Dichloro-4-(1,1,2,2-tetrafluoroethoxy)phenyl]amino]carbonyl]-2,6-difluorobenzamide;O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)F)c(Cl)c1;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not coded;4;0.2556;>;AI mg/L
86479-06-3;N-[[[3,5-Dichloro-4-(1,1,2,2-tetrafluoroethoxy)phenyl]amino]carbonyl]-2,6-difluorobenzamide;O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)F)c(Cl)c1;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not coded;4;0.5355;>;AI mg/L
103055-07-8;N-[[[2,5-Dichloro-4-(1,1,2,3,3,3-hexafluoropropoxy)phenyl]amino]carbonyl]-2,6-difluorobenzamide;O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl;Colossoma macropomum;Blackfin Pacu;Vertebrata;Mortality;Juvenile;4;0.61;;AI mg/L
103055-07-8;N-[[[2,5-Dichloro-4-(1,1,2,3,3,3-hexafluoropropoxy)phenyl]amino]carbonyl]-2,6-difluorobenzamide;O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl;Colossoma macropomum;Blackfin Pacu;Vertebrata;Mortality;Juvenile;4;0.58;;AI mg/L
103055-07-8;N-[[[2,5-Dichloro-4-(1,1,2,3,3,3-hexafluoropropoxy)phenyl]amino]carbonyl]-2,6-difluorobenzamide;O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl;Cyprinus carpio;Common Carp;Vertebrata;Mortality;Juvenile;4;1.089;;AI mg/L
103055-07-8;N-[[[2,5-Dichloro-4-(1,1,2,3,3,3-hexafluoropropoxy)phenyl]amino]carbonyl]-2,6-difluorobenzamide;O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl;Cyprinus carpio;Common Carp;Vertebrata;Mortality;Fingerling;4;1;;AI mg/L
103055-07-8;N-[[[2,5-Dichloro-4-(1,1,2,3,3,3-hexafluoropropoxy)phenyl]amino]carbonyl]-2,6-difluorobenzamide;O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl;Cyprinus carpio;Common Carp;Vertebrata;Mortality;Juvenile;4;1.1;;AI mg/L
103055-07-8;N-[[[2,5-Dichloro-4-(1,1,2,3,3,3-hexafluoropropoxy)phenyl]amino]carbonyl]-2,6-difluorobenzamide;O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not coded;4;73.1;>;AI mg/L
108427-52-7;N,N,N-Tributyl-1-butanaminium 1,1,2,2,3,3,4,4,4-nonafluoro-1-butanesulfonate (1:1);CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;Danio rerio;Zebra Danio;Vertebrata;Mortality;Embryo;4;9.80217084;>;AI mg/L
112281-77-3;1-[2-(2,4-Dichlorophenyl)-3-(1,1,2,2-tetrafluoroethoxy)propyl]-1H-1,2,4-triazole;FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl;Gobiocypris rarus;Chinese Rare Minnow;Vertebrata;Mortality;Juvenile;4;5.86;;AI mg/L
112281-77-3;1-[2-(2,4-Dichlorophenyl)-3-(1,1,2,2-tetrafluoroethoxy)propyl]-1H-1,2,4-triazole;FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl;Gobiocypris rarus;Chinese Rare Minnow;Vertebrata;Mortality;Larva;4;11.38;;AI mg/L
112281-77-3;1-[2-(2,4-Dichlorophenyl)-3-(1,1,2,2-tetrafluoroethoxy)propyl]-1H-1,2,4-triazole;FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl;Gobiocypris rarus;Chinese Rare Minnow;Vertebrata;Mortality;Larva;4;6.95;;AI mg/L
112281-77-3;1-[2-(2,4-Dichlorophenyl)-3-(1,1,2,2-tetrafluoroethoxy)propyl]-1H-1,2,4-triazole;FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl;Gobiocypris rarus;Chinese Rare Minnow;Vertebrata;Mortality;Embryo;4;28.41;;AI mg/L
112281-77-3;1-[2-(2,4-Dichlorophenyl)-3-(1,1,2,2-tetrafluoroethoxy)propyl]-1H-1,2,4-triazole;FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl;Gobiocypris rarus;Chinese Rare Minnow;Vertebrata;Mortality;Embryo;4;16.73;;AI mg/L
112281-77-3;1-[2-(2,4-Dichlorophenyl)-3-(1,1,2,2-tetrafluoroethoxy)propyl]-1H-1,2,4-triazole;FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl;Gobiocypris rarus;Chinese Rare Minnow;Vertebrata;Mortality;Adult;4;6.69;;AI mg/L
112281-77-3;1-[2-(2,4-Dichlorophenyl)-3-(1,1,2,2-tetrafluoroethoxy)propyl]-1H-1,2,4-triazole;FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl;Gobiocypris rarus;Chinese Rare Minnow;Vertebrata;Mortality;Adult;4;3.48;;AI mg/L
112281-77-3;1-[2-(2,4-Dichlorophenyl)-3-(1,1,2,2-tetrafluoroethoxy)propyl]-1H-1,2,4-triazole;FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl;Gobiocypris rarus;Chinese Rare Minnow;Vertebrata;Mortality;Juvenile;4;4.13;;AI mg/L
112281-77-3;1-[2-(2,4-Dichlorophenyl)-3-(1,1,2,2-tetrafluoroethoxy)propyl]-1H-1,2,4-triazole;FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not coded;4;3.85;;AI mg/L
112281-77-3;1-[2-(2,4-Dichlorophenyl)-3-(1,1,2,2-tetrafluoroethoxy)propyl]-1H-1,2,4-triazole;FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl;Danio rerio;Zebra Danio;Vertebrata;Mortality;Embryo;4.9167;7.56;;AI mg/L
112281-77-3;1-[2-(2,4-Dichlorophenyl)-3-(1,1,2,2-tetrafluoroethoxy)propyl]-1H-1,2,4-triazole;FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not coded;4;3;>;AI mg/L
112281-77-3;1-[2-(2,4-Dichlorophenyl)-3-(1,1,2,2-tetrafluoroethoxy)propyl]-1H-1,2,4-triazole;FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl;Cyprinodon variegatus;Sheepshead Minnow;Vertebrata;Mortality;Not coded;4;3.4;>;AI mg/L
112281-77-3;1-[2-(2,4-Dichlorophenyl)-3-(1,1,2,2-tetrafluoroethoxy)propyl]-1H-1,2,4-triazole;FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not coded;4;3.91;;AI mg/L
112281-77-3;1-[2-(2,4-Dichlorophenyl)-3-(1,1,2,2-tetrafluoroethoxy)propyl]-1H-1,2,4-triazole;FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not coded;4;5.2;>;AI mg/L
121451-02-3;N-[[[3,5-Dichloro-2-fluoro-4-(1,1,2,3,3,3-hexafluoropropoxy)phenyl]amino]carbonyl]-2,6-difluorobenzamide;O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)c(Cl)c1F;Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not coded;4;1.63;>;AI mg/L
121451-02-3;N-[[[3,5-Dichloro-2-fluoro-4-(1,1,2,3,3,3-hexafluoropropoxy)phenyl]amino]carbonyl]-2,6-difluorobenzamide;O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)c(Cl)c1F;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Not coded;4;1.77;>;AI mg/L
137780-69-9;Difluoro[1,1,2,2-tetrafluoro-2-(nonafluorobutoxy)ethoxy]acetic acid;O=C(O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F;Coryphaena hippurus;Dolphinfish;Vertebrata;Mortality;Embryo;2;34;;AI mg/L
137780-69-9;Difluoro[1,1,2,2-tetrafluoro-2-(nonafluorobutoxy)ethoxy]acetic acid;O=C(O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F;Coryphaena hippurus;Dolphinfish;Vertebrata;Mortality;Embryo;2;1.1;;AI mg/L
137780-69-9;Difluoro[1,1,2,2-tetrafluoro-2-(nonafluorobutoxy)ethoxy]acetic acid;O=C(O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F;Danio rerio;Zebra Danio;Vertebrata;Mortality;Embryo;7;NR;;AI mg/L
