CAS Number;Chemical Name;SMILES;Species Scientific Name;Species Common Name;Species Sub Phylum;Effect;Organism Lifestage;Exposure Duration Mean (Days);Conc 1 Mean (Standardized);Conc 1 Mean Op (Standardized);Conc 1 Units (Standardized);log_Conc;Es tóxico
27554-26-3;1,2-Benzenedicarboxylic acid, 1,2-Diisooctyl ester;*C.*C.CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;4;0.29;>;AI mg/L;-0.5376020021010439;Tóxico
27554-26-3;1,2-Benzenedicarboxylic acid, 1,2-Diisooctyl ester;*C.*C.CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;0.29;>;AI mg/L;-0.5376020021010439;Tóxico
27554-26-3;1,2-Benzenedicarboxylic acid, 1,2-Diisooctyl ester;*C.*C.CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;0.29;>;AI mg/L;-0.5376020021010439;Tóxico
27554-26-3;1,2-Benzenedicarboxylic acid, 1,2-Diisooctyl ester;*C.*C.CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;0.19;>;AI mg/L;-0.721246399047171;Tóxico
27554-26-3;1,2-Benzenedicarboxylic acid, 1,2-Diisooctyl ester;*C.*C.CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;0.19;>;AI mg/L;-0.721246399047171;Tóxico
27554-26-3;1,2-Benzenedicarboxylic acid, 1,2-Diisooctyl ester;*C.*C.CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;0.19;>;AI mg/L;-0.721246399047171;Tóxico
27554-26-3;1,2-Benzenedicarboxylic acid, 1,2-Diisooctyl ester;*C.*C.CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;0.19;>;AI mg/L;-0.721246399047171;Tóxico
27554-26-3;1,2-Benzenedicarboxylic acid, 1,2-Diisooctyl ester;*C.*C.CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;0.29;>;AI mg/L;-0.5376020021010439;Tóxico
28553-12-0;1,2-Benzenedicarboxylic acid, 1,2-Diisononyl ester;*C.*C.CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;0.14;>;AI mg/L;-0.8538719643217619;Tóxico
28553-12-0;1,2-Benzenedicarboxylic acid, 1,2-Diisononyl ester;*C.*C.CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;0.14;>;AI mg/L;-0.8538719643217619;Tóxico
28553-12-0;1,2-Benzenedicarboxylic acid, 1,2-Diisononyl ester;*C.*C.CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;0.14;>;AI mg/L;-0.8538719643217619;Tóxico
28553-12-0;1,2-Benzenedicarboxylic acid, 1,2-Diisononyl ester;*C.*C.CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;0.19;>;AI mg/L;-0.721246399047171;Tóxico
28553-12-0;1,2-Benzenedicarboxylic acid, 1,2-Diisononyl ester;*C.*C.CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;0.19;>;AI mg/L;-0.721246399047171;Tóxico
28553-12-0;1,2-Benzenedicarboxylic acid, 1,2-Diisononyl ester;*C.*C.CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;0.19;>;AI mg/L;-0.721246399047171;Tóxico
28553-12-0;1,2-Benzenedicarboxylic acid, 1,2-Diisononyl ester;*C.*C.CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;4;0.1;>;AI mg/L;-1.0;Tóxico
28553-12-0;1,2-Benzenedicarboxylic acid, 1,2-Diisononyl ester;*C.*C.CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;4;0.19;>;AI mg/L;-0.721246399047171;Tóxico
28553-12-0;1,2-Benzenedicarboxylic acid, 1,2-Diisononyl ester;*C.*C.CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;4;0.14;>;AI mg/L;-0.8538719643217619;Tóxico
32598-13-3;3,3',4,4'-Tetrachloro-1,1'-biphenyl;Clc1ccc(-c2ccc(Cl)c(Cl)c2)cc1Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Larva;NR;0.002;>;AI mg/L;-2.6989700043360187;Tóxico
35065-27-1;2,2',4,4',5,5'-Hexachloro-1,1'-biphenyl;Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Larva;NR;0.0013;>;AI mg/L;-2.886056647693163;Tóxico
35693-99-3;2,2',5,5'-Tetrachloro-1,1'-biphenyl;Clc1ccc(Cl)c(-c2cc(Cl)ccc2Cl)c1;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Larva;NR;0.03;>;AI mg/L;-1.5228787452803376;Tóxico
35694-08-7;2,2',3,3',4,4',5,5'-Octachloro-1,1'-biphenyl;Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Larva;NR;0.0002;>;AI mg/L;-3.6989700043360187;Tóxico
37680-65-2;2,2',5-Trichloro-1,1'-biphenyl;Clc1ccc(Cl)c(-c2ccccc2Cl)c1;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Larva;NR;0.0338;;AI mg/L;-1.4710832997223453;Tóxico
37680-73-2;2,2',4,5,5'-Pentachloro-1,1'-biphenyl;Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Larva;NR;0.01;>;AI mg/L;-2.0;Tóxico
38380-07-3;2,2',3,3',4,4'-Hexachloro-1,1'-biphenyl;Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Larva;NR;0.0006;>;AI mg/L;-3.2218487496163566;Tóxico
52663-71-5;2,2',3,3',4,4',6-Heptachloro-1,1'-biphenyl;Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Larva;NR;0.002;>;AI mg/L;-2.6989700043360187;Tóxico
53469-21-9;PCB 1242;;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;New, newly or recent hatch;NR;0.015;;AI mg/L;-1.8239087409443189;Tóxico
53469-21-9;PCB 1242;;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;0.234;>;AI mg/L;-0.6307841425898572;Tóxico
50-02-2;11beta,16alpha-9-Fluoro-11,17,21-Trihydroxy-16-methyl-pregna-1,4-diene-3,20-dione;C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Egg;28;0.254;;AI mg/L;-0.595166283380062;Tóxico
50-06-6;5-Ethyl-5-phenyl-2,4,6(1H,3H,5H)-pyrimidinetrione;CCC1(c2ccccc2)C(=O)NC(=O)NC1=O;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;484.0;;AI mg/L;2.6848453616444123;No tóxico
52-53-9;alpha-[3-[[2-(3,4-Dimethoxyphenyl)ethyl]methylamino]propyl]-3,4-dimethoxy-alpha-(1-methylethyl)benzeneacetonitrile;COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Egg;28;0.6;>;AI mg/L;-0.2218487496163564;Tóxico
55-63-0;1,2,3-Propanetriol, 1,2,3-Trinitrate;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Fry;NR;;;AI mg/L;;No tóxico
55-63-0;1,2,3-Propanetriol, 1,2,3-Trinitrate;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;3.0;;AI mg/L;0.47712125471966244;No tóxico
55-63-0;1,2,3-Propanetriol, 1,2,3-Trinitrate;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Fry;NR;5.5;;AI mg/L;0.7403626894942439;No tóxico
55-63-0;1,2,3-Propanetriol, 1,2,3-Trinitrate;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Egg;NR;18.0;>;AI mg/L;1.255272505103306;No tóxico
55-63-0;1,2,3-Propanetriol, 1,2,3-Trinitrate;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Fry;NR;5.3;;AI mg/L;0.724275869600789;No tóxico
55-63-0;1,2,3-Propanetriol, 1,2,3-Trinitrate;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;4;3.58;;AI mg/L;0.5538830266438743;No tóxico
55-63-0;1,2,3-Propanetriol, 1,2,3-Trinitrate;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Fry;NR;4.1;;AI mg/L;0.6127838567197355;No tóxico
55-63-0;1,2,3-Propanetriol, 1,2,3-Trinitrate;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Fry;NR;5.4;;AI mg/L;0.7323937598229685;No tóxico
55-63-0;1,2,3-Propanetriol, 1,2,3-Trinitrate;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Fry;NR;3.4;;AI mg/L;0.5314789170422551;No tóxico
55-63-0;1,2,3-Propanetriol, 1,2,3-Trinitrate;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Fry;NR;2.1;;AI mg/L;0.3222192947339193;No tóxico
55-63-0;1,2,3-Propanetriol, 1,2,3-Trinitrate;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Fry;NR;10.0;>;AI mg/L;1.0;No tóxico
55-63-0;1,2,3-Propanetriol, 1,2,3-Trinitrate;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Fry;NR;4.8;;AI mg/L;0.6812412373755872;No tóxico
55-63-0;1,2,3-Propanetriol, 1,2,3-Trinitrate;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Fry;NR;3.4;;AI mg/L;0.5314789170422551;No tóxico
55-63-0;1,2,3-Propanetriol, 1,2,3-Trinitrate;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Egg;NR;1.2;;AI mg/L;0.07918124604762482;No tóxico
55-63-0;1,2,3-Propanetriol, 1,2,3-Trinitrate;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Egg;NR;18.0;>;AI mg/L;1.255272505103306;No tóxico
55-63-0;1,2,3-Propanetriol, 1,2,3-Trinitrate;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;;;AI mg/L;;No tóxico
55-63-0;1,2,3-Propanetriol, 1,2,3-Trinitrate;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;4.1;;AI mg/L;0.6127838567197355;No tóxico
55-63-0;1,2,3-Propanetriol, 1,2,3-Trinitrate;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;2.5;;AI mg/L;0.3979400086720376;No tóxico
55-63-0;1,2,3-Propanetriol, 1,2,3-Trinitrate;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Fry;NR;2.1;;AI mg/L;0.3222192947339193;No tóxico
55-63-0;1,2,3-Propanetriol, 1,2,3-Trinitrate;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;6.3;;AI mg/L;0.7993405494535817;No tóxico
55-63-0;1,2,3-Propanetriol, 1,2,3-Trinitrate;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Egg;NR;18.0;>;AI mg/L;1.255272505103306;No tóxico
55-63-0;1,2,3-Propanetriol, 1,2,3-Trinitrate;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Fry;NR;6.8;;AI mg/L;0.8325089127062363;No tóxico
58-89-9;(1alpha,2alpha,3beta,4alpha,5alpha,6beta)-1,2,3,4,5,6-Hexachlorocyclohexane;Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;0.087;;AI mg/L;-1.0604807473813815;Tóxico
58-89-9;(1alpha,2alpha,3beta,4alpha,5alpha,6beta)-1,2,3,4,5,6-Hexachlorocyclohexane;Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Larva;NR;0.112;;AI mg/L;-0.9507819773298184;Tóxico
58-89-9;(1alpha,2alpha,3beta,4alpha,5alpha,6beta)-1,2,3,4,5,6-Hexachlorocyclohexane;Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;0.067;;AI mg/L;-1.1739251972991736;Tóxico
58-89-9;(1alpha,2alpha,3beta,4alpha,5alpha,6beta)-1,2,3,4,5,6-Hexachlorocyclohexane;Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;0.077;;AI mg/L;-1.1135092748275182;Tóxico
58-89-9;(1alpha,2alpha,3beta,4alpha,5alpha,6beta)-1,2,3,4,5,6-Hexachlorocyclohexane;Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;0.1;>;AI mg/L;-1.0;Tóxico
58-89-9;(1alpha,2alpha,3beta,4alpha,5alpha,6beta)-1,2,3,4,5,6-Hexachlorocyclohexane;Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;0.086;;AI mg/L;-1.0655015487564323;Tóxico
58-89-9;(1alpha,2alpha,3beta,4alpha,5alpha,6beta)-1,2,3,4,5,6-Hexachlorocyclohexane;Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;0.107;;AI mg/L;-0.9706162223147904;Tóxico
58-89-9;(1alpha,2alpha,3beta,4alpha,5alpha,6beta)-1,2,3,4,5,6-Hexachlorocyclohexane;Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;0.104;;AI mg/L;-0.9829666607012196;Tóxico
58-89-9;(1alpha,2alpha,3beta,4alpha,5alpha,6beta)-1,2,3,4,5,6-Hexachlorocyclohexane;Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;0.101;;AI mg/L;-0.9956786262173574;Tóxico
58-89-9;(1alpha,2alpha,3beta,4alpha,5alpha,6beta)-1,2,3,4,5,6-Hexachlorocyclohexane;Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;0.0438;;AI mg/L;-1.3585258894959005;Tóxico
58-89-9;(1alpha,2alpha,3beta,4alpha,5alpha,6beta)-1,2,3,4,5,6-Hexachlorocyclohexane;Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;0.0438;;AI mg/L;-1.3585258894959005;Tóxico
58-89-9;(1alpha,2alpha,3beta,4alpha,5alpha,6beta)-1,2,3,4,5,6-Hexachlorocyclohexane;Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;0.0438;;AI mg/L;-1.3585258894959005;Tóxico
58-89-9;(1alpha,2alpha,3beta,4alpha,5alpha,6beta)-1,2,3,4,5,6-Hexachlorocyclohexane;Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;0.1;>;AI mg/L;-1.0;Tóxico
58-89-9;(1alpha,2alpha,3beta,4alpha,5alpha,6beta)-1,2,3,4,5,6-Hexachlorocyclohexane;Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;0.0756;;AI mg/L;-1.1214782044987934;Tóxico
58-89-9;(1alpha,2alpha,3beta,4alpha,5alpha,6beta)-1,2,3,4,5,6-Hexachlorocyclohexane;Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;0.0625;;AI mg/L;-1.2041199826559248;Tóxico
58-89-9;(1alpha,2alpha,3beta,4alpha,5alpha,6beta)-1,2,3,4,5,6-Hexachlorocyclohexane;Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;0.07;;AI mg/L;-1.154901959985743;Tóxico
58-89-9;(1alpha,2alpha,3beta,4alpha,5alpha,6beta)-1,2,3,4,5,6-Hexachlorocyclohexane;Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;0.056;;AI mg/L;-1.2518119729937995;Tóxico
58-89-9;(1alpha,2alpha,3beta,4alpha,5alpha,6beta)-1,2,3,4,5,6-Hexachlorocyclohexane;Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;0.087;;AI mg/L;-1.0604807473813815;Tóxico
58-89-9;(1alpha,2alpha,3beta,4alpha,5alpha,6beta)-1,2,3,4,5,6-Hexachlorocyclohexane;Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;0.056;;AI mg/L;-1.2518119729937995;Tóxico
58-89-9;(1alpha,2alpha,3beta,4alpha,5alpha,6beta)-1,2,3,4,5,6-Hexachlorocyclohexane;Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;0.062;;AI mg/L;-1.207608310501746;Tóxico
58-89-9;(1alpha,2alpha,3beta,4alpha,5alpha,6beta)-1,2,3,4,5,6-Hexachlorocyclohexane;Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;0.07;;AI mg/L;-1.154901959985743;Tóxico
58-89-9;(1alpha,2alpha,3beta,4alpha,5alpha,6beta)-1,2,3,4,5,6-Hexachlorocyclohexane;Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;0.072;;AI mg/L;-1.1426675035687315;Tóxico
58-89-9;(1alpha,2alpha,3beta,4alpha,5alpha,6beta)-1,2,3,4,5,6-Hexachlorocyclohexane;Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Fry;NR;0.13;;AI mg/L;-0.8860566476931632;Tóxico
58-89-9;(1alpha,2alpha,3beta,4alpha,5alpha,6beta)-1,2,3,4,5,6-Hexachlorocyclohexane;Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Fry;NR;0.111;;AI mg/L;-0.9546770212133425;Tóxico
68-22-4;(17alpha)-17-Hydroxy-19-norpregn-4-en-20-yn-3-one;C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Egg;28;0.0148;>;AI mg/L;-1.8297382846050425;Tóxico
103-90-2;N-(4-Hydroxyphenyl)acetamide;CC(=O)Nc1ccc(O)cc1;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;814.0;;AI mg/L;2.910624404889201;No tóxico
103-90-2;N-(4-Hydroxyphenyl)acetamide;CC(=O)Nc1ccc(O)cc1;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Juvenile;NR;814.0;;AI mg/L;2.910624404889201;No tóxico
147-24-0;2-(Diphenylmethoxy)-N,N-dimethylethanamine, Hydrochloride (1:1);CN(C)CCOC(c1ccccc1)c1ccccc1.Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Larva;2;0.05928;;AI mg/L;-1.2270918050287283;Tóxico
147-24-0;2-(Diphenylmethoxy)-N,N-dimethylethanamine, Hydrochloride (1:1);CN(C)CCOC(c1ccccc1)c1ccccc1.Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Larva;2;0.00209;;AI mg/L;-2.679853713888946;Tóxico
298-46-4;5H-Dibenz[b,f]azepine-5-carboxamide;NC(=O)N1c2ccccc2C=Cc2ccccc21;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Egg;28;0.862;>;AI mg/L;-0.06449273417528721;Tóxico
318-98-9;1-[(1-Methylethyl)amino]-3-(1-naphthalenyloxy)-2-propanol hydrochloride (1:1);CC(C)NCC(O)COc1cccc2ccccc12.Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Larva;2;1.09;;AI mg/L;0.037426497940623665;No tóxico
318-98-9;1-[(1-Methylethyl)amino]-3-(1-naphthalenyloxy)-2-propanol hydrochloride (1:1);CC(C)NCC(O)COc1cccc2ccccc12.Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Larva;2;1.33;;AI mg/L;0.12385164096708581;No tóxico
1951-25-3;(2-Butyl-3-benzofuranyl)[4-[2-(diethylamino)ethoxy]-3,5-diiodophenyl]methanone;CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Egg;28;0.526;;AI mg/L;-0.27901425584626094;Tóxico
5786-21-0;8-Chloro-11-(4-methyl-1-piperazinyl)-5H-dibenzo[b,e][1,4]diazepine;CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Egg;28;0.0308;>;AI mg/L;-1.5114492834995557;Tóxico
15687-27-1;alpha-Methyl-4-(2-methylpropyl)benzeneacetic acid;CC(C)Cc1ccc(C(C)C(=O)O)cc1;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Egg;28;0.68;>;AI mg/L;-0.16749108729376366;Tóxico
49562-28-9;2-[4-(4-Chlorobenzoyl)phenoxy]-2-methylpropanoic acid, 1-Methylethyl ester;CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Egg;28;0.169;>;AI mg/L;-0.7721132953863264;Tóxico
54739-18-3;(1E)-5-Methoxy-1-[4-(trifluoromethyl)phenyl]-1-pentanone O-(2-aminoethyl)oxime;COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Larva;4;0.603;;AI mg/L;-0.2196826878598487;Tóxico
56296-78-7;N-Methyl-gamma-[4-(trifluoromethyl)phenoxy]benzenepropanamine, Hydrochloride (1:1);CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Larva;4;0.164;;AI mg/L;-0.7851561519523022;Tóxico
