Query_5000675,MK286378.1,100.000,20,0,0,1,20,727,746,1.3,40.1
Query_5000675,CP139863.1,100.000,20,0,0,1,20,1372883,1372902,1.3,40.1
Query_5000675,CP036529.1,100.000,20,0,0,1,20,1339100,1339119,1.3,40.1
Query_5000675,CP157351.1,100.000,20,0,0,1,20,378974,378993,1.3,40.1
Query_5000675,CP118284.1,100.000,20,0,0,1,20,1184750,1184769,1.3,40.1
Query_5000675,MK286376.1,100.000,20,0,0,1,20,727,746,1.3,40.1
Query_5000675,MZ461431.1,100.000,20,0,0,1,20,503,522,1.3,40.1
Query_5000675,CP155531.1,100.000,20,0,0,1,20,374238,374257,1.3,40.1
Query_5000675,LC009415.1,100.000,20,0,0,1,20,33927,33946,1.3,40.1
Query_5000675,CP113115.1,100.000,20,0,0,1,20,831412,831431,1.3,40.1
Query_5000675,MK286377.1,100.000,20,0,0,1,20,727,746,1.3,40.1
Query_5000675,CP137107.1,100.000,20,0,0,1,20,1417777,1417796,1.3,40.1
Query_5000675,CP046354.1,100.000,20,0,0,1,20,315729,315748,1.3,40.1
Query_5000675,CP145437.1,100.000,20,0,0,1,20,1713153,1713172,1.3,40.1
Query_5000675,CP090881.1,100.000,20,0,0,1,20,87856,87875,1.3,40.1
Query_5000675,CP137114.1,100.000,20,0,0,1,20,1364748,1364767,1.3,40.1
Query_5000675,MK286381.1,100.000,20,0,0,1,20,727,746,1.3,40.1
Query_5000675,CP137110.1,100.000,20,0,0,1,20,1371339,1371358,1.3,40.1
Query_5000675,CP137108.1,100.000,20,0,0,1,20,1432821,1432840,1.3,40.1
Query_5000675,OP871267.1,100.000,20,0,0,1,20,1669,1688,1.3,40.1
Query_5000675,CP155532.1,100.000,20,0,0,1,20,334211,334230,1.3,40.1
Query_5000675,CP118287.1,100.000,20,0,0,1,20,1243142,1243161,1.3,40.1
Query_5000675,CP156625.1,100.000,20,0,0,1,20,336423,336442,1.3,40.1
Query_5000675,CP118285.1,100.000,20,0,0,1,20,1237084,1237103,1.3,40.1
Query_5000675,CP155536.1,100.000,20,0,0,1,20,374971,374990,1.3,40.1
Query_5000675,CP099641.1,100.000,20,0,0,1,20,357002,357021,1.3,40.1
Query_5000675,MZ461433.1,100.000,20,0,0,1,20,503,522,1.3,40.1
Query_5000675,CP137106.1,100.000,20,0,0,1,20,1412356,1412375,1.3,40.1
Query_5000675,MK286380.1,100.000,20,0,0,1,20,727,746,1.3,40.1
Query_5000675,OP871266.1,100.000,20,0,0,1,20,1663,1682,1.3,40.1
